university_id,university_name,country_id,city,university_type,official_website,establishment_year,global_ranking,ranking_source,ranking_year,degree_levels,scholarship_available,source_url,collected_at,last_verified_at,freshness_status
uni_my_012,Universiti Malaysia Sabah,country_my,Kota Kinabalu,,https://www.ums.edu.my/,,,,,,,https://www.ums.edu.my/v6/index.php/academic/admission-ums,2026-08-19,2026-08-19,current
uni_my_013,Universiti Malaysia Sarawak,country_my,Kota Samarahan,,https://www.unimas.my/,,,,,,,https://www.unimas.my/admission,2026-08-19,2026-08-19,current
uni_my_014,Multimedia University,country_my,Cyberjaya,,https://www.mmu.edu.my/,,,,,,,https://www.mmu.edu.my/programmes/,2026-08-19,2026-08-19,current
uni_my_015,UCSI University,country_my,Kuala Lumpur,,https://www.ucsiuniversity.edu.my/,,,,,,,https://www.ucsiuniversity.edu.my/undergraduate,2026-08-19,2026-08-19,current
uni_my_016,Universiti Tun Hussein Onn Malaysia,country_my,Batu Pahat,Public,https://www.uthm.edu.my/en/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_017,Universiti Teknikal Malaysia Melaka,country_my,Durian Tunggal,Public,https://www.utem.edu.my/en/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_018,Universiti Sains Islam Malaysia,country_my,Nilai,Public,https://www.usim.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_019,Universiti Pendidikan Sultan Idris,country_my,Tanjung Malim,Public,https://www.upsi.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_020,Universiti Malaysia Terengganu,country_my,Kuala Terengganu,Public,https://www.umt.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_021,Universiti Malaysia Pahang Al-Sultan Abdullah,country_my,Pekan,Public,https://umpsa.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_022,Universiti Malaysia Perlis,country_my,Arau,Public,https://www.unimap.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_023,Universiti Sultan Zainal Abidin,country_my,Kuala Terengganu,Public,https://www.unisza.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_024,Universiti Pertahanan Nasional Malaysia,country_my,Kuala Lumpur,Public,https://www.upnm.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_025,Universiti Malaysia Kelantan,country_my,Bachok,Public,https://www.umk.edu.my/,,,,,,,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2026-08-19,2026-08-19,current
uni_my_026,Universiti Tenaga Nasional,country_my,Kajang,Private,https://www.uniten.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_027,INCEIF University,country_my,Kuala Lumpur,Private,https://inceif.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_028,Universiti Tunku Abdul Rahman,country_my,Kampar,Private,https://www.utar.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_029,Monash University Malaysia,country_my,Subang Jaya,Private,https://www.monash.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_030,University of Nottingham Malaysia,country_my,Semenyih,Private,https://www.nottingham.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_031,Asia Pacific University of Technology and Innovation,country_my,Kuala Lumpur,Private,https://www.apu.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_032,Management and Science University,country_my,Shah Alam,Private,https://www.msu.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_033,Universiti Kuala Lumpur,country_my,Kuala Lumpur,Private,https://www.unikl.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_034,HELP University,country_my,Shah Alam,Private,https://help.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_035,SEGi University,country_my,Petaling Jaya,Private,https://www.segi.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_036,INTI International University,country_my,Nilai,Private,https://newinti.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_037,AIMST University,country_my,Bedong,Private,https://aimst.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_038,Open University Malaysia,country_my,Kuala Lumpur,Private,https://www.oum.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_039,MAHSA University,country_my,Jenjarom,Private,https://mahsa.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_my_040,IMU University,country_my,Kuala Lumpur,Private,https://imu.edu.my/,,,,,,,https://discover.educationmalaysia.gov.my/institutions/,2026-08-19,2026-08-19,current
uni_ph_001,University of the Philippines Diliman,country_ph,Quezon City,,https://upd.edu.ph/,,,,,,,https://upd.edu.ph/,2026-08-18,2026-08-18,current
uni_ph_002,Ateneo de Manila University,country_ph,Quezon City,,https://www.ateneo.edu/,,,,,,,https://www.ateneo.edu/contact,2026-08-18,2026-08-18,current
uni_ph_003,De La Salle University,country_ph,Manila,,https://www.dlsu.edu.ph/,,,,,,,https://www.dlsu.edu.ph/,2026-08-18,2026-08-18,current
uni_ph_004,University of Santo Tomas,country_ph,Manila,,https://www.ust.edu.ph/,,,,,,,https://www.ust.edu.ph/,2026-08-18,2026-08-18,current
uni_ph_005,University of the Philippines Los Banos,country_ph,Los Banos,,https://uplb.edu.ph/,,,,,,,https://up.edu.ph/constituent-universities/,2026-08-19,2026-08-19,current
uni_ph_006,University of the Philippines Manila,country_ph,Manila,,https://www.upm.edu.ph/,,,,,,,https://up.edu.ph/constituent-universities/,2026-08-19,2026-08-19,current
uni_ph_007,University of San Carlos,country_ph,Cebu City,,https://www.usc.edu.ph/,,,,,,,https://www.usc.edu.ph/,2026-08-19,2026-08-19,current
uni_ph_008,Silliman University,country_ph,Dumaguete,,https://su.edu.ph/,,,,,,,https://su.edu.ph/,2026-08-19,2026-08-19,current
uni_ph_009,Mapua University,country_ph,Manila,,https://www.mapua.edu.ph/,,,,,,,https://www.mapua.edu.ph/,2026-08-19,2026-08-19,current
uni_ph_010,Ateneo de Davao University,country_ph,Davao City,,https://www.addu.edu.ph/,,,,,,,https://www.addu.edu.ph/,2026-08-19,2026-08-19,current
uni_ph_011,Polytechnic University of the Philippines,country_ph,Manila,Public,https://www.pup.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_012,Batangas State University,country_ph,Batangas City,Public,https://batstate-u.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_013,Bulacan State University,country_ph,Malolos,Public,https://www.bulsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_014,Cavite State University,country_ph,Indang,Public,https://cvsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_015,Cebu Technological University,country_ph,Cebu City,Public,https://www.ctu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_016,Western Mindanao State University,country_ph,Zamboanga City,Public,https://wmsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_017,Mindanao State University,country_ph,Marawi City,Public,https://www.msumain.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_018,Cagayan State University,country_ph,Tuguegarao City,Public,https://www.csu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_019,Bicol University,country_ph,Legazpi City,Public,https://bicol-u.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_020,Mariano Marcos State University,country_ph,Batac,Public,https://www.mmsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_021,Central Luzon State University,country_ph,Science City of Munoz,Public,https://clsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_022,Tarlac State University,country_ph,Tarlac City,Public,https://www.tsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_023,Visayas State University,country_ph,Baybay City,Public,https://www.vsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_024,Caraga State University,country_ph,Butuan City,Public,https://www.carsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_025,West Visayas State University,country_ph,Iloilo City,Public,https://wvsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_026,Aklan State University,country_ph,Banga,Public,https://asu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_027,Capiz State University,country_ph,Roxas City,Public,https://capsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_028,Iloilo Science and Technology University,country_ph,Iloilo City,Public,https://www.isatu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_029,Northern Iloilo State University,country_ph,Estancia,Public,https://nisu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_030,Cebu Normal University,country_ph,Cebu City,Public,https://cnu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_031,Philippine Normal University,country_ph,Manila,Public,https://www.pnu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_032,Rizal Technological University,country_ph,Mandaluyong,Public,https://www.rtu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_033,Technological University of the Philippines,country_ph,Manila,Public,https://www.tup.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_034,Eulogio Amang Rodriguez Institute of Science and Technology,country_ph,Manila,Public,https://earist.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_035,Laguna State Polytechnic University,country_ph,Santa Cruz,Public,https://lspu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_036,Southern Luzon State University,country_ph,Lucban,Public,https://www.slsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_037,Benguet State University,country_ph,La Trinidad,Public,https://bsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_038,Kalinga State University,country_ph,Tabuk City,Public,https://ksu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_039,Ifugao State University,country_ph,Lamut,Public,https://ifsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_040,Central Mindanao University,country_ph,Maramag,Public,https://www.cmu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_041,University of Southern Mindanao,country_ph,Kabacan,Public,https://www.usm.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_042,Bukidnon State University,country_ph,Malaybalay City,Public,https://buksu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_043,Mindanao State University - Iligan Institute of Technology,country_ph,Iligan City,Public,https://www.msuiit.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_044,University of Southeastern Philippines,country_ph,Davao City,Public,https://www.usep.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_045,Sultan Kudarat State University,country_ph,Tacurong City,Public,https://sksu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_046,University of Science and Technology of Southern Philippines,country_ph,Cagayan de Oro City,Public,https://www.ustp.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_047,Davao Oriental State University,country_ph,Mati City,Public,https://dorsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_048,Sorsogon State University,country_ph,Sorsogon City,Public,https://sorsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_049,Partido State University,country_ph,Goa,Public,https://parsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_ph_050,Eastern Visayas State University,country_ph,Tacloban City,Public,https://www.evsu.edu.ph/,,,,,,,https://www.dbm.gov.ph/index.php/2026/general-appropriations-act-gaa-fy-2026,2026-08-19,2026-08-19,current
uni_sg_001,National University of Singapore,country_sg,Singapore,,http://www.nus.edu.sg/,1905,,,,,,http://www.nus.edu.sg/,2026-08-09,,unknown
uni_sg_002,Nanyang Technological University,country_sg,Singapore,,https://www.ntu.edu.sg,1991,,,,,,https://www.ntu.edu.sg,2026-08-09,,unknown
uni_sg_003,Singapore Management University,country_sg,Singapore,,https://www.smu.edu.sg,2000,,,,,,https://www.smu.edu.sg,2026-08-09,,unknown
uni_sg_004,Singapore University of Technology and Design,country_sg,Singapore,,https://www.sutd.edu.sg,2009,,,,,,https://www.sutd.edu.sg,2026-08-09,,unknown
uni_sg_005,Singapore Institute of Technology,country_sg,Singapore,,https://www.singaporetech.edu.sg/,2009,,,,,,https://www.singaporetech.edu.sg/,2026-08-09,,unknown
uni_sg_006,Singapore University of Social Sciences,country_sg,Singapore,,https://www.suss.edu.sg,2005,,,,,,https://www.suss.edu.sg,2026-08-09,,unknown
uni_th_001,Chulalongkorn University,country_th,Bangkok,,http://www.chula.ac.th/en/,1917,,,,,,http://www.chula.ac.th/en/,2026-08-09,,unknown
uni_th_002,Mahidol University,country_th,Bangkok,,http://www.mahidol.ac.th/en/,1943,,,,,,http://www.mahidol.ac.th/en/,2026-08-09,,unknown
uni_th_003,Chiang Mai University,country_th,Chiang Mai,,http://www.cmu.ac.th/,1964,,,,,,http://www.cmu.ac.th/,2026-08-09,,unknown
uni_th_004,Thammasat University,country_th,Bangkok,,https://tu.ac.th,1934,,,,,,https://tu.ac.th,2026-08-09,,unknown
uni_th_005,Kasetsart University,country_th,Bangkok,,http://www.ku.ac.th/web2012/index.php?c=adms&m=mainpage1,1943,,,,,,http://www.ku.ac.th/web2012/index.php?c=adms&m=mainpage1,2026-08-09,,unknown
uni_th_006,Khon Kaen University,country_th,Khon Kaen,,https://www.kku.ac.th/en/,,,,,,,https://eng.kku.ac.th/admission,2026-08-19,2026-08-19,current
uni_th_007,Prince of Songkla University,country_th,Hat Yai,,https://www.psu.ac.th/en/,,,,,,,https://gao.psu.ac.th/interprograms,2026-08-19,2026-08-19,current
uni_th_008,King Mongkut's University of Technology Thonburi,country_th,Bangkok,,https://www.kmutt.ac.th/en/,,,,,,,https://iadmission.kmutt.ac.th/,2026-08-19,2026-08-19,current
uni_th_009,King Mongkut's Institute of Technology Ladkrabang,country_th,Bangkok,,https://www.kmitl.ac.th/,,,,,,,https://oia.kmitl.ac.th/,2026-08-19,2026-08-19,current
uni_th_010,Asian Institute of Technology,country_th,Pathum Thani,,https://ait.ac.th/,,,,,,,https://ait.ac.th/study/masters-degree-programs/,2026-08-19,2026-08-19,current
uni_th_011,Mae Fah Luang University,country_th,Chiang Rai,,https://en.mfu.ac.th/,,,,,,,https://en.mfu.ac.th/admission/admission-guide.html,2026-08-19,2026-08-19,current
uni_th_012,Burapha University,country_th,Chon Buri,Public,https://www.buu.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_013,Srinakharinwirot University,country_th,Bangkok,Public,https://www.swu.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_014,Silpakorn University,country_th,Nakhon Pathom,Public,https://www.su.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_015,Naresuan University,country_th,Phitsanulok,Public,https://www.nu.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_016,University of Phayao,country_th,Phayao,Public,https://www.up.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_017,Walailak University,country_th,Nakhon Si Thammarat,Public,https://www.wu.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_018,Suranaree University of Technology,country_th,Nakhon Ratchasima,Public,https://www.sut.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_019,Maejo University,country_th,Chiang Mai,Public,https://www.mju.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_020,Nakhon Phanom University,country_th,Nakhon Phanom,Public,https://www.npu.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_021,Ubon Ratchathani University,country_th,Ubon Ratchathani,Public,https://www.ubu.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_022,Sukhothai Thammathirat Open University,country_th,Nonthaburi,Public,https://www.stou.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_023,Ramkhamhaeng University,country_th,Bangkok,Public,https://www.ru.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_024,National Institute of Development Administration,country_th,Bangkok,Public,https://www.nida.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_025,King Mongkut's University of Technology North Bangkok,country_th,Bangkok,Public,https://www.kmutnb.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_026,Rajamangala University of Technology Thanyaburi,country_th,Pathum Thani,Public,https://www.rmutt.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_027,Rajamangala University of Technology Suvarnabhumi,country_th,Ayutthaya,Public,https://www.rmutsb.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_028,Rajamangala University of Technology Rattanakosin,country_th,Nakhon Pathom,Public,https://www.rmutr.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_029,Rajamangala University of Technology Phra Nakhon,country_th,Bangkok,Public,https://www.rmutp.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_030,Rajamangala University of Technology Krungthep,country_th,Bangkok,Public,https://www.rmutk.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_031,Rajamangala University of Technology Srivijaya,country_th,Songkhla,Public,https://www.rmutsv.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_032,Rajamangala University of Technology Isan,country_th,Nakhon Ratchasima,Public,https://www.rmuti.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_033,Rajamangala University of Technology Lanna,country_th,Chiang Mai,Public,https://www.rmutl.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_034,Rajamangala University of Technology Tawan-ok,country_th,Chon Buri,Public,https://www.rmutto.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_035,Suan Sunandha Rajabhat University,country_th,Bangkok,Public,https://ssru.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_036,Phranakhon Rajabhat University,country_th,Bangkok,Public,https://www.pnru.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_037,Chiang Mai Rajabhat University,country_th,Chiang Mai,Public,https://www.cmru.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_038,Nakhon Ratchasima Rajabhat University,country_th,Nakhon Ratchasima,Public,https://www.nrru.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_039,Phuket Rajabhat University,country_th,Phuket,Public,https://www.pkru.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_th_040,Suratthani Rajabhat University,country_th,Surat Thani,Public,https://www.sru.ac.th/,,,,,,,https://www.ops.go.th/en/inter-about-ops-mhesi/higher-education/download/5271/5708/16,2026-08-19,2026-08-19,current
uni_tl_001,Universidade Nacional Timor Lorosa'e,country_tl,Dili,,https://untl.edu.tl/,,,,,,,https://untl.edu.tl/,2026-08-18,2026-08-18,current
uni_tl_002,Dili Institute of Technology,country_tl,Dili,,https://dit.edu.tl/,,,,,,,https://dit.edu.tl/Page-welcome-to-dit.html,2026-08-18,2026-08-18,current
uni_tl_003,Universidade da Paz,country_tl,Dili,,https://unpaz.tl/,,,,,,,https://unpaz.tl/,2026-08-18,2026-08-18,current
uni_tl_004,Universidade Oriental Timor Lorosa'e,country_tl,Dili,,https://unital.edu.tl/,,,,,,,https://unital.edu.tl/,2026-08-19,2026-08-19,current
uni_tl_005,Universidade de Dili,country_tl,Dili,,https://undil.tl/,,,,,,,https://undil.tl/,2026-08-19,2026-08-19,current
uni_tl_006,Universidade Catolica Timorense,country_tl,Dili,,https://uct.edu.tl/,,,,,,,https://uct.edu.tl/,2026-08-19,2026-08-19,current
uni_tw_001,National Taiwan University,country_tw,Taipei,,http://www.ntu.edu.tw/english/,1928,,,,,,http://www.ntu.edu.tw/english/,2026-08-09,,unknown
uni_tw_002,National Tsing Hua University,country_tw,Hsinchu,,http://www.nthu.edu.tw/english/,1911,,,,,,http://www.nthu.edu.tw/english/,2026-08-09,,unknown
uni_tw_003,National Yang Ming Chiao Tung University,country_tw,Hsinchu,,https://www.nycu.edu.tw/,1896,,,,,,https://www.nycu.edu.tw/,2026-08-09,,unknown
uni_tw_004,National Cheng Kung University,country_tw,Tainan City,,http://web.ncku.edu.tw/bin/home.php,1931,,,,,,http://web.ncku.edu.tw/bin/home.php,2026-08-09,,unknown
uni_tw_005,National Taiwan University of Science and Technology,country_tw,Taipei,,http://www.ntust.edu.tw/home.php?Lang=en,1974,,,,,,http://www.ntust.edu.tw/home.php?Lang=en,2026-08-09,,unknown
uni_tw_006,National Chengchi University,country_tw,Taipei,,https://www.nccu.edu.tw/index.php?Lang=en,,,,,,,https://www.nccu.edu.tw/p/426-1000-80.php?Lang=en,2026-08-19,2026-08-19,current
uni_tw_007,National Central University,country_tw,Taoyuan,,https://www.ncu.edu.tw/?Lang=en,,,,,,,https://cis.ncu.edu.tw/admissions/,2026-08-19,2026-08-19,current
uni_tw_008,National Chung Hsing University,country_tw,Taichung,,https://www.nchu.edu.tw/en-index,,,,,,,https://www.nchu.edu.tw/en-index,2026-08-19,2026-08-19,current
uni_tw_009,National Taiwan Normal University,country_tw,Taipei,,https://en.ntnu.edu.tw/,,,,,,,https://en.ntnu.edu.tw/admissions.php,2026-08-19,2026-08-19,current
